合宜,0.3,-0.15
回春,0.3,-0.05
多情,-0.2,0.25
多疑,-0.3,0.25
好玩,0.3,0.2
好笑,0.3,0.35
好處,0.3,0.0
好棒,0.55,0.4
好運,0.4,0.05
妄想,-0.45,0.25
安全,0.35,-0.15
安逸,0.25,-0.4
安寧,0.3,-0.55
安靜,0.15,-0.65
安穩,0.25,-0.6
成見,-0.3,0.05
成就,0.5,0.3
收穫,0.45,0.15
曲解,-0.4,0.25
有力,0.25,0.25
有用,0.35,0.05
有利,0.2,0.1
有助,0.35,0.05
有害,-0.4,0.15
有效,0.4,0.0
有益,0.4,0.0
有趣,0.5,0.15
有錢,0.35,0.1
次要,-0.1,0.0
次等,-0.25,-0.1
死人,-0.7,0.5
死亡,-0.7,0.45
死不,-0.3,0.15
死心,-0.65,0.2
死刑,-0.65,0.55
死氣,-0.5,0.2
死期,-0.55,0.4
死當,-0.5,0.35
死路,-0.45,0.0
死對頭,-0.6,0.6
污穢,-0.65,0.55
灰心,-0.35,-0.1
百感交集,-0.4,0.55
自大,-0.5,0.4
自甘墮落,-0.6,0.05
自由,0.4,0.05
自在,0.45,-0.1
自私,-0.45,-0.1
自卑,-0.6,-0.3
自信,0.5,0.15
自負,-0.1,0.25
自責,-0.35,0.05
自尊,0.1,-0.05
自豪,0.4,0.25
自鳴得意,-0.2,0.0
自暴自棄,-0.75,0.5
至高無上,0.65,0.45
至善,0.65,0.25
色情,-0.55,0.3
伶俐,0.45,0.0
低沉,-0.1,-0.4
低能,-0.6,-0.1
低能兒,-0.6,-0.05
低迷,-0.35,-0.45
低落,-0.3,-0.5
佔便宜,-0.35,-0.15
作嘔,-0.6,0.6
作弊,-0.75,0.35
克制,0.0,0.0
免費,0.3,-0.05
冷,-0.35,-0.15
冷淡,-0.5,-0.35
冷酷,-0.65,0.1
冷靜,0.05,-0.15
利己,0.15,-0.05
利益,0.3,0.0
利潤,0.4,0.1
吝嗇,-0.4,-0.1
含糊,-0.3,-0.2
吹毛求疵,-0.45,0.15
吻,0.55,0.65
呆,-0.3,-0.3
困,-0.3,-0.15
坎坷,-0.75,-0.05
壯闊,0.45,0.25
壯麗,0.5,0.35
壯觀,0.5,0.45
妓女,-0.55,-0.05
妨害,-0.6,0.3
妨礙,-0.45,0.2
孝,0.55,-0.25
孝順,0.6,0.1
孝敬,0.6,0.1
完美,0.65,0.35
完備,0.45,-0.05
完善,0.45,-0.1
宏大,0.5,0.25
宏偉,0.55,0.5
屁眼,-0.8,0.15
岔開,-0.25,-0.2
巫婆,-0.35,0.0
庇護,0.3,0.15
弄痛,-0.5,0.35
弄壞,-0.45,0.25
忍,-0.3,0.0
忐忑,-0.3,0.45
忘恩負義,-0.8,0.7
快樂,0.55,0.35
扭曲,-0.35,0.05
扶持,0.25,-0.2
批判,-0.6,0.45
把握,0.2,-0.1
抑制,-0.05,0.1
抑鬱,-0.65,0.2
投入,0.25,0.05
抗爭,-0.4,0.55
折磨,-0.65,0.5
改善,0.4,0.05
改進,0.3,-0.1
攻勢,0.05,0.35
攻擊,-0.35,0.6
決心,0.35,0.4
決定,0.25,0.5
沉重,-0.45,0.2
沉迷,-0.5,0.05
沉著,0.35,-0.45
災,-0.75,0.15
牢騷,-0.4,0.3
狂怒,-0.85,0.9
狂笑,0.8,0.8
狂喜,0.9,0.95
狂暴,-0.8,0.95
狂熱,-0.1,0.95
狂躁,-0.7,0.95
私生子,-0.45,-0.25
肝腸寸斷,-0.85,0.75
良,0.35,-0.05
走運,0.5,0.2
辛酸,-0.55,0.25
邪惡,-0.65,0.4
享受,0.4,-0.05
佳,0.35,-0.1
使勁,-0.1,0.35
依戀,0.15,0.15
典範,0.55,0.1
刺眼,-0.45,0.15
刺痛,-0.55,0.4
刺傷,-0.55,0.5
刺激,-0.2,0.75
刻薄,-0.55,0.4
卑劣,-0.75,0.75
卑鄙,-0.8,0.8
受不了,-0.5,0.6
受苦,-0.5,0.25
受虐,-0.8,0.75
受害,-0.8,0.7
受惠,0.5,0.1
受傷,-0.55,0.1
受罪,-0.55,0.45
受騙,-0.5,0.35
周到,0.4,-0.15
呵呵,0.25,-0.1
呼天搶地,-0.8,0.95
命運,-0.05,-0.15
咆嘯,-0.35,0.75
和平,0.35,-0.45
和善,0.5,-0.5
和煦,0.45,-0.25
和睦,0.4,-0.2
和諧,0.55,-0.4
和藹,0.6,-0.4
咒罵,-0.65,0.6
固執,-0.4,0.1
坦率,0.4,-0.1
坦誠,0.5,-0.2
奇怪,-0.2,0.05
奇特,0.1,0.1
孤,-0.4,-0.1
宜人,0.35,-0.3
幸運,0.55,0.1
幸福,0.7,-0.25
忠,0.5,0.1
忠心,0.6,0.3
忠孝,0.6,0.2
忠誠,0.55,0.2
忠實,0.5,0.2
忽略,-0.25,-0.3
忽視,-0.45,-0.05
怕,-0.45,0.35
怕生,-0.25,0.05
怕羞,-0.2,0.1
怡人,0.25,-0.2
性情,0.05,-0.15
性騷擾,-0.6,0.4
怪,-0.4,-0.05
怪異,-0.35,0.0
怪誕,-0.4,0.2
承擔,0.05,0.1
承諾,0.4,0.05
抨擊,-0.55,0.55
抱歉,-0.25,-0.3
抵制,-0.45,0.4
拉緊,0.05,0.15
拋棄,-0.6,0.2
拙劣,-0.6,0.3
放任,-0.5,0.3
放棄,-0.6,0.2
放肆,-0.65,0.7
放縱,-0.55,0.45
放鬆,0.3,-0.75
昂貴,-0.3,-0.15
明亮,0.4,-0.25
明智,0.55,-0.15
昏沉,-0.45,-0.4
昏亂,-0.4,0.05
昏頭,-0.4,-0.05
易怒,-0.45,0.4
服從,0.1,-0.3
枉然,-0.4,-0.2
果斷,0.25,0.25
欣欣,0.35,0.35
欣喜,0.5,0.5
欣然,0.35,0.3
欣慰,0.3,-0.1
欣賞,0.45,0.15
歧視,-0.55,0.45
沮喪,-0.55,0.05
治療,0.1,-0.3
沾沾自喜,-0.1,0.25
泣,-0.4,0.0
玩耍,0.3,0.2
玩笑,0.15,0.25
玩樂,0.3,0.4
知足,0.4,-0.2
知識,0.4,-0.4
空洞,-0.25,-0.45
空虛,-0.5,-0.2
花招,-0.25,-0.05
長處,0.45,-0.05
非人,-0.4,0.2
非禮,-0.7,0.65
非難,-0.45,0.15
侵犯,-0.65,0.3
侵佔,-0.6,0.4
侵害,-0.65,0.55
侵略,-0.65,0.7
侵擾,-0.5,0.45
侵襲,-0.6,0.7
侷促,-0.25,0.15
俊美,0.4,-0.1
俗,-0.3,-0.1
俗氣,-0.3,-0.15
保衛,0.2,0.35
保證,0.4,0.3
保護,0.45,0.45
信心,0.6,0.1
信奉,0.4,0.05
信義,0.5,0.1
信實,0.4,-0.05
信譽,0.5,0.1
冒險,-0.05,0.65
冠軍,0.75,0.6
勇氣,0.65,0.45
勇敢,0.6,0.4
勉強,-0.3,0.0
叛亂,-0.65,0.7
咬牙切齒,-0.7,0.8
咯咯笑,0.35,0.2
哀求,-0.55,0.15
哀怨,-0.55,0.25
哀淒,-0.6,0.15
哀痛,-0.65,0.4
哀傷,-0.65,0.1
哀愁,-0.65,0.1
哀號,-0.75,0.6
哀慟,-0.8,0.65
品行,0.1,-0.1
品德,0.05,-0.2
哄騙,-0.4,0.15
哈,0.2,0.05
哈哈,0.4,0.25
威脅,-0.5,0.6
威嚴,0.1,0.1
帥,0.4,0.05
帥氣,0.5,0.25
幽默,0.5,0.15
後悔,-0.45,-0.2
怒,-0.65,0.55
怒不,-0.3,0.2
怒火,-0.65,0.65
怒斥,-0.75,0.9
怒目,-0.6,0.75
怒色,-0.55,0.6
怒吼,-0.75,0.95
怒氣,-0.65,0.7
怒視,-0.65,0.75
怒罵,-0.8,0.95
思,-0.15,-0.05
思念,-0.15,-0.15
思鄉,-0.3,0.2
恍惚,-0.3,-0.3
恨,-0.65,0.55
恬,0.1,-0.35
恰當,0.25,-0.2
拮据,-0.45,-0.3
拯救,0.35,0.4
拷打,-0.6,0.65
拷問,-0.55,0.5
拼命,0.05,0.65
挑剔,-0.3,0.1
挑戰,0.3,0.45
挑釁,-0.45,0.45
挖苦,-0.4,0.2
柔,0.05,-0.5
柔軟,0.2,-0.4
柔順,0.2,-0.45
柔腸寸斷,-0.8,0.7
歪曲,-0.35,-0.25
毒,-0.55,0.2
洩氣,-0.35,-0.35
活力,0.4,0.3
活潑,0.45,0.35
活躍,0.35,0.65
流行,0.15,0.05
流淚,-0.45,0.1
炫耀,-0.3,0.25
為難,-0.4,-0.05
狠心,-0.65,0.6
珍奇,0.45,0.2
珍惜,0.5,0.0
珍視,0.5,0.05
珍貴,0.5,0.1
珍愛,0.55,0.25
珍藏,0.4,0.1
盼望,0.3,0.1
看不起,-0.45,0.25
約束,-0.1,-0.1
美人,0.25,0.1
美好,0.45,0.15
美妙,0.5,0.3
美味,0.45,0.15
美夢,0.45,0.2
美滿,0.6,0.35
美德,0.6,0.05
美麗,0.55,0.2
背叛,-0.75,0.75
胡扯,-0.5,0.65
致命,-0.75,0.7
苛求,-0.5,0.4
若無其事,-0.25,-0.1
苦,-0.45,-0.1
苦惱,-0.45,0.0
英俊,0.4,-0.15
英勇,0.5,0.4
英雄,0.65,0.5
虐待,-0.7,0.6
負心,-0.65,0.3
負債,-0.45,0.25
負擔,-0.35,0.05
迫害,-0.7,0.6
重大,-0.05,0.55
重擔,-0.3,0.55
陌生,-0.25,-0.3
降級,-0.35,0.2
面臨,-0.05,0.2
風險,-0.3,0.35
首要,0.05,0.0
首創,0.1,0.15
倒楣,-0.45,0.1
倒霉,-0.45,0.1
倔強,-0.2,0.35
值得,0.35,0.15
值錢,0.3,0.15
凌亂,-0.4,0.25
剝奪,-0.5,0.4
哭泣,-0.55,0.4
哭喊,-0.55,0.7
哭訴,-0.55,0.45
哭鬧,-0.55,0.6
哽咽,-0.5,0.35
唐突,-0.35,0.1
奚落,-0.45,0.25
娛樂,0.35,0.3
害怕,-0.45,0.15
害羞,-0.2,-0.1
容光煥發,0.55,0.0
容忍,-0.35,0.15
差,-0.4,-0.1
差勁,-0.4,0.45
弱,-0.3,-0.1
弱點,-0.3,-0.05
徒勞無功,-0.4,-0.15
恐怖,-0.5,0.45
恐慌,-0.5,0.5
恐嚇,-0.65,0.6
恐懼,-0.6,0.45
恩典,0.45,-0.1
恩惠,0.35,0.0
恭維,0.0,-0.1
悔之,-0.2,0.15
悔改,-0.25,0.25
悔恨,-0.55,0.6
悔悟,-0.45,0.5
悔意,-0.5,0.2
悔過,-0.55,0.3
挫折,-0.5,0.0
挫敗,-0.5,0.45
振奮,0.55,0.5
捐贈,0.35,0.05
效率,0.3,-0.05
時髦,0.35,0.05
書呆子,-0.35,-0.2
栩栩如生,0.45,0.1
氣急敗壞,-0.65,0.7
氣憤,-0.65,0.5
氣餒,-0.55,-0.25
浪漫,0.4,0.25
消沉,-0.4,-0.2
消極,-0.45,-0.25
消滅,-0.35,0.25
狹小,-0.3,-0.25
狹隘,-0.3,-0.2
疲乏,-0.5,-0.3
疲於奔命,-0.65,0.25
疲倦,-0.5,-0.25
疲弱,-0.5,-0.35
疲累,-0.5,-0.35
疲勞,-0.5,-0.3
疲憊,-0.5,-0.35
疼痛,-0.4,0.25
疼愛,0.5,0.35
益處,0.4,0.05
真心,0.5,0.15
真相,0.35,0.1
真理,0.35,0.15
真誠,0.5,0.0
真實,0.25,-0.1
破滅,-0.5,0.5
破壞,-0.55,0.45
祝賀,0.5,0.3
祝福,0.4,0.2
神經病,-0.55,0.35
神經質,-0.45,0.15
神聖,0.55,0.0
笑,0.45,0.2
笑死,0.1,0.5
笑容,0.55,0.05
笑話,0.2,-0.05
紛爭,-0.5,0.4
缺少,-0.35,-0.15
缺乏,-0.4,-0.1
缺失,-0.35,-0.15
缺陷,-0.5,-0.1
缺德,-0.55,0.45
缺憾,-0.6,0.3
缺點,-0.35,-0.1
能幹,0.45,0.25
脅迫,-0.6,0.55
脆弱,-0.4,-0.1
臭,-0.3,-0.1
臭味,-0.3,0.0
臭氣,-0.35,0.1
茫然,-0.4,-0.4
草率,-0.4,-0.05
荒唐,-0.55,0.45
荒謬,-0.6,0.55
虔誠,0.4,0.1
衰,-0.35,-0.2
衰老,-0.4,-0.2
衰弱,-0.45,0.0
衰退,-0.45,0.0
衰敗,-0.5,0.3
衰微,-0.45,-0.05
衷心,0.4,0.1
討喜,0.45,0.25
迴避,-0.35,0.0
迷人,0.45,0.3
迷失,-0.4,-0.1
迷惘,-0.4,0.0
迷惑,-0.4,-0.1
迷亂,-0.45,0.3
迷路,-0.2,0.05
迷戀,-0.15,0.3
逃離,-0.25,0.3
逆向,-0.25,-0.15
高貴,0.4,-0.25
高階,0.2,-0.3
高雅,0.5,-0.25
高傲,-0.45,0.25
高興,0.5,0.4
假裝,-0.2,-0.1
偉大,0.55,0.4
偏心,-0.45,0.1
偏好,0.05,-0.25
偏見,-0.4,0.15
偏執,-0.35,0.15
偏愛,0.0,-0.05
偷,-0.65,0.0
偷取,-0.65,0.35
偷竊,-0.65,0.5
偽造,-0.6,0.25
動人,0.45,0.3
動聽,0.5,0.4
啜泣,-0.5,0.45
執拗,-0.35,0.25
堅決,0.1,0.3
堅定,0.3,0.35
堅強,0.45,0.3
娼妓,-0.55,0.2
寂寞,-0.45,-0.1
寂寥,-0.45,-0.65
崇拜,0.35,0.45
崇高,0.55,0.35
強,0.35,0.1
強力,0.3,0.35
強壯,0.45,0.1
強姦,-0.9,0.85
強迫,-0.55,0.6
強烈,-0.05,0.7
強健,0.4,0.35
強硬,-0.05,0.5
強暴犯,-0.9,0.9
得意,0.2,0.1
得意洋洋,-0.1,0.4
得罪,-0.45,0.15
得體,0.3,-0.1
徘徊,-0.1,-0.1
從容,0.2,-0.4
悠閒,0.35,-0.6
患病,-0.55,-0.05
情緒,-0.1,0.1
惋惜,-0.5,-0.15
掃興,-0.45,-0.05
排斥,-0.45,0.25
掙扎,-0.45,0.6
掛念,-0.05,0.05
掛慮,-0.05,0.25
控制,-0.2,0.0
推崇,0.35,0.2
敏捷,0.3,0.1
敏感,-0.1,0.0
敏銳,0.35,0.05
救,0.0,0.35
敗壞,-0.6,0.65
欲絕,-0.75,0.8
殺,-0.85,0.7
殺死,-0.9,0.8
淘氣,0.15,0.15
淚流滿面,-0.75,0.7
淚珠,-0.35,-0.1
淡漠,-0.25,-0.7
淨土,0.1,-0.45
深思,0.05,-0.6
深情,0.55,0.05
深愛,0.75,0.35
混帳,-0.85,0.75
混亂,-0.5,0.35
淹沒,-0.35,0.15
清白,0.3,-0.4
清楚,0.15,-0.3
爽,0.55,0.55
爽心,0.55,0.5
爽快,0.6,0.45
爽約,-0.45,0.1
爽朗,0.45,0.05
牽掛,-0.15,0.0
猛烈,-0.1,0.85
猜疑,-0.45,0.15
理智,0.3,-0.35
理想,0.45,0.0
甜言,0.35,0.0
甜美,0.4,-0.35
甜密,0.5,0.0
甜甜,0.35,-0.15
甜蜜,0.45,0.1
甜頭,0.2,-0.1
疏忽,-0.4,0.1
疏漏,-0.4,0.1
盛怒,-0.8,0.9
眼花撩亂,-0.15,0.15
眼花繚亂,-0.15,0.15
眼淚,-0.4,0.2
眾怒,-0.75,0.75
窒息,-0.7,-0.05
窒礙,-0.6,0.45
笨,-0.4,0.1
笨手笨腳,-0.45,0.25
笨拙,-0.45,-0.05
粗心,-0.3,-0.05
粗俗,-0.5,0.15
粗野,-0.5,0.45
粗暴,-0.7,0.8
粗魯,-0.4,0.25
累,-0.35,-0.1
細心,0.05,-0.35
統治,0.05,0.3
羞怯,-0.35,-0.15
羞恥,-0.6,0.6
羞辱,-0.75,0.7
羞愧,-0.55,0.55
羞憤,-0.7,0.7
莊嚴,0.2,-0.4
處罰,-0.4,0.25
設防,0.0,-0.05
許諾,0.2,-0.05
貧困,-0.45,-0.15
貧苦,-0.55,0.1
貧病,-0.55,-0.1
貧窮,-0.55,-0.1
貧賤,-0.65,0.6
貪,-0.45,0.1
貪心,-0.5,0.15
貪生,-0.5,0.1
貪汙,-0.8,0.65
貪求,-0.45,0.2
貪念,-0.35,0.0
貪婪,-0.55,0.4
貪圖,-0.5,0.2
貪慾,-0.35,0.15
軟弱,-0.35,-0.35
逗趣,0.35,0.05
逝世,-0.65,-0.2
造反,-0.7,0.7
野蠻,-0.5,0.45
陰沉,-0.45,-0.4
陰森,-0.45,-0.35
陰暗,-0.35,-0.3
陳腐,-0.55,0.0
陶醉,0.35,-0.15
麻木,-0.25,-0.45
麻煩,-0.35,0.0
凱旋,0.55,0.5
創傷,-0.55,0.3
勝利,0.7,0.55
勝過,0.3,0.2
博愛,0.45,-0.1
博學,0.45,-0.05
善心,0.45,-0.2
善良,0.6,-0.15
善意,0.45,0.0
喜上眉稍,0.6,0.45
喜出望外,0.7,0.65
喜形於色,0.6,0.45
喜怒哀樂,0.0,0.05
喜怒無常,-0.4,0.2
喜宴,0.4,0.3
喜悅,0.6,0.3
喜氣,0.5,0.0
喜從天降,0.6,0.5
喜新厭舊,-0.4,0.05
喜極而泣,0.8,0.85
喜劇,0.45,0.0
喜慶,0.6,0.4
喝采,0.6,0.5
喪心,-0.5,0.3
喪生,-0.8,0.4
喪志,-0.65,0.1
喪氣,-0.5,0.0
喪偶,-0.6,0.3
喪盡,-0.55,0.5
喪膽,-0.55,0.65
喪禮,-0.75,-0.15
報仇,-0.55,0.75
報復,-0.7,0.65
富有,0.55,-0.05
富裕,0.6,0.1
寒酸,-0.35,-0.2
尊重,0.45,0.05
尊貴,0.45,0.05
尊敬,0.5,0.1
尊榮,0.65,0.05
尊嚴,0.3,0.05
尋歡作樂,-0.2,0.35
就緒,0.05,-0.35
復仇,-0.7,0.65
悲哀,-0.6,-0.1
悲苦,-0.65,0.0
悲悽,-0.7,-0.05
悲情,-0.5,0.0
悲喜,-0.15,0.1
悲痛,-0.6,0.45
悲傷,-0.55,0.25
悲愁,-0.55,-0.1
悲慘,-0.7,0.5
悲慟,-0.8,0.85
悲劇,-0.7,0.35
悲憤,-0.65,0.7
悲憫,-0.55,0.0
悲歡,-0.05,0.1
悲觀,-0.45,-0.15
悶,-0.3,-0.25
悶悶不樂,-0.35,-0.25
惡人,-0.55,0.3
惡化,-0.55,0.3
惡劣,-0.6,0.45
惡言,-0.6,0.4
惡性,-0.55,0.35
惡毒,-0.75,0.6
惡狠狠,-0.65,0.7
惡耗,-0.75,0.6
惡臭,-0.55,0.4
惡鬥,-0.6,0.65
惡意,-0.55,0.45
惡運,-0.55,0.25
惡夢,-0.5,0.45
惱,-0.45,0.4
惶,-0.4,0.35
愉,0.2,0.05
提防,-0.1,0.25
散漫,-0.4,-0.25
景仰,0.45,0.2
智慧,0.6,-0.25
最好,0.45,0.3
最佳,0.55,0.35
期盼,0.3,0.25
棒,0.45,0.2
棘手,-0.4,0.3
欺,-0.45,0.3
欽佩,0.55,0.2
殘忍,-0.75,0.7
殘酷,-0.8,0.8
殘暴,-0.85,0.95
